Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Medtr2g089000,chr2,37539428,37541705,PTHR23042//PTHR23042:SF56 - CIRCADIAN PROTEIN CLOCK/ARNT/BMAL/PAS // SUBFAMILY NOT NAMED (1 of 1)
Medtr3g116080,chr3,54276528,54278225,K16290 - xylem cysteine proteinase [EC:3.4.22.-] (XCP)  (1 of 1)
Medtr4g013070,chr4,3513222,3513392,
Medtr6g008650,chr6,2365823,2369279,KOG0156 - Cytochrome P450 CYP2 subfamily (1 of 174)
Medtr7g114420,chr7,47242386,47243277,2.3.1.196 - Benzyl alcohol O-benzoyltransferase (1 of 20)
Medtr4g012510,chr4,3250492,3250860,
Medtr4g067330,chr4,25419637,25420260,
Medtr7g114490,chr7,47264493,47268975,2.3.1.196 - Benzyl alcohol O-benzoyltransferase (1 of 20)
Medtr6g013720,chr6,4314859,4318207,PTHR13139//PTHR13139:SF47 - RING FINGER AND CCCH-TYPE ZINC FINGER DOMAIN-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Medtr2g024400,chr2,8794266,8794928,
Medtr2g048340,chr2,21279528,21285135,PTHR23099 - TRANSCRIPTIONAL REGULATOR (1 of 1)
Medtr4g039650,chr4,14080849,14086502,PTHR21736:SF23 - PROTEIN OBERON 4 (1 of 1)
Medtr3g463750,chr3,25550400,25550803,
Medtr3g070770,chr3,31739161,31740306,
Medtr4g011530,chr4,2834948,2838160,PTHR32370:SF16 - NON-PHOTOTROPIC HYPOCOTYL-LIKE PROTEIN (1 of 3)
Medtr6g043690,chr6,13235335,13235664,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr7g114170,chr7,47097339,47098377,2.5.1.18 - Glutathione transferase / S-(hydroxyalkyl)glutathione lyase (1 of 128)
Medtr1g092920,chr1,41849099,41854955,3.4.11.21 - Aspartyl aminopeptidase (1 of 2)
Medtr8g015870,chr8,5220686,5221838,
Medtr4g018930,chr4,5854350,5855107,PTHR27004:SF37 - DISEASE RESISTANCE FAMILY PROTEIN/LRR FAMILY PROTEIN-RELATED (1 of 32)
Medtr8g016210,chr8,5428371,5432634,
Medtr2g039950,chr2,17525432,17526507,
Medtr7g081380,chr7,31048538,31055136,PTHR10795//PTHR10795:SF365 - PROPROTEIN CONVERTASE SUBTILISIN/KEXIN // SUBFAMILY NOT NAMED (1 of 7)
Medtr8g464570,chr8,22836589,22852508,PTHR10217:SF476 - CYCLIC NUCLEOTIDE-GATED ION CHANNEL 4 (1 of 2)
Medtr1g103700,chr1,46940269,46940865,
Medtr4g115690,chr4,47810138,47811531,
Medtr0051s0090,scaffold0051,42871,44584,PF13041 - PPR repeat family (PPR_2)  (1 of 599)
Medtr5g011360,chr5,3237096,3238553,
Medtr5g015170,chr5,5215812,5220048,PTHR31096:SF7 - ACR1 (1 of 2)
Medtr7g091090,chr7,35938684,35939746,PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 77)
Medtr0016s0150,scaffold0016,193192,196369,
Medtr2g103640,chr2,44623432,44624968,PF07899 - Frigida-like protein (Frigida)  (1 of 42)
Medtr4g083130,chr4,32349659,32350221,
Medtr5g016080,chr5,5691802,5697994,PTHR23516:SF2 - MAJOR FACILITATOR PROTEIN (1 of 1)
Medtr4g105120,chr4,43554364,43554654,
Medtr4g096770,chr4,38502747,38506639,K03189 - urease accessory protein (ureG)  (1 of 1)
Medtr4g077763,chr4,29820962,29821523,
Medtr1g053315,chr1,22378573,22379970,PTHR31642:SF50 - F21B7.2 (1 of 1)
Medtr1g022340,chr1,7065822,7067015,
Medtr2g040050,chr2,17565304,17566267,
Medtr3g071540,chr3,32100756,32104983,K03237 - translation initiation factor 2 subunit 1 (EIF2S1)  (1 of 3)
Medtr8g051480,chr8,19124866,19125302,
Medtr7g081360,chr7,31043293,31043583,
Medtr0178s0050,scaffold0178,22886,23416,
Medtr1g052120,chr1,21006594,21007175,PTHR34672:SF2 - ARABINOGALACTAN PEPTIDE 23-RELATED (1 of 2)
Medtr7g100940,chr7,40688549,40699785,6.3.2.12 - Dihydrofolate synthase / H(2)-folate synthetase (1 of 3)
Medtr3g115120,chr3,53802656,53806177,PTHR21450:SF19 - F5M15.15 (1 of 1)
Medtr3g465870,chr3,27040910,27042870,2.3.1.162 - Taxadien-5-alpha-ol O-acetyltransferase / Taxadienol acetyltransferase (1 of 10)
Medtr7g008030,chr7,1790437,1794729,2.1.1.85 - Protein-histidine N-methyltransferase / Protein methylase IV (1 of 2)
Medtr7g059355,chr7,21510932,21511659,
Medtr8g018650,chr8,6408474,6412307,K15718 - linoleate 9S-lipoxygenase (LOX1_5)  (1 of 22)
Medtr3g107750,chr3,49718147,49719263,
Medtr8g465710,chr8,23438823,23439065,
Medtr3g032820,chr3,10377855,10378514,"PF03350 - Uncharacterized protein family, UPF0114 (UPF0114)  (1 of 9)"
Medtr4g119220,chr4,49361029,49364638,3.5.4.26 - Diaminohydroxyphosphoribosylaminopyrimidine deaminase (1 of 1)
Medtr3g030640,chr3,9712341,9713262,K01166 - ribonuclease T2 [EC:3.1.27.1] (E3.1.27.1)  (1 of 22)
Medtr6g008590,chr6,2337174,2337544,
Medtr7g066310,chr7,24136671,24138622,PTHR33103:SF4 - EMB (1 of 51)
Medtr5g061980,chr5,25754691,25760398,PTHR10551//PTHR10551:SF12 - FASCIN // SUBFAMILY NOT NAMED (1 of 4)
Medtr7g076560,chr7,28829416,28836305,PTHR10783:SF46 - EXS (ERD1/XPR1/SYG1) DOMAIN PROTEIN-RELATED (1 of 2)
Medtr6g016815,chr6,6500336,6501714,2.3.1.133 - Shikimate O-hydroxycinnamoyltransferase (1 of 39)
Medtr1g103320,chr1,46758787,46759134,PF13302 - Acetyltransferase (GNAT) domain (Acetyltransf_3)  (1 of 14)
Medtr1g105910,chr1,47830256,47830969,PTHR11945:SF185 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL62 (1 of 30)
Medtr3g093790,chr3,42851825,42855319,K15025 - probable RNA-binding protein EIF1AD (EIF1AD)  (1 of 1)
Medtr6g463790,chr6,22185529,22186762,
Medtr8g089060,chr8,37001311,37001466,
Medtr0921s0010,scaffold0921,242,3553,
Medtr7g095580,chr7,38290787,38291089,PTHR33305:SF1 - ETHYLENE INSENSITIVE 3-LIKE 1 PROTEIN-RELATED (1 of 7)
Medtr7g085660,chr7,33211441,33211906,
Medtr3g030980,chr3,9849109,9853391,PF00931//PF05725 - NB-ARC domain (NB-ARC)  // FNIP Repeat (FNIP)  (1 of 3)
Medtr7g101110,chr7,40795168,40801958,
Medtr7g093090,chr7,36968665,36972152,KOG2866 - Uncharacterized conserved protein (1 of 2)
Medtr5g039510,chr5,17395178,17397835,
Medtr0191s0030,scaffold0191,23519,30336,PTHR11289 - BREAST CANCER TYPE 2 SUSCEPTIBILITY PROTEIN BRCA2 (1 of 3)
Medtr1g058500,chr1,25790300,25790725,"PTHR31232:SF5 - GENOMIC DNA, CHROMOSOME 3, TAC CLONE:K14A17-RELATED (1 of 52)"
Medtr2g033910,chr2,12929002,12934577,PTHR13832:SF325 - PROTEIN PHOSPHATASE 2C 42-RELATED (1 of 1)
Medtr6g086485,chr6,32537232,32537808,
Medtr0111s0050,scaffold0111,39288,39596,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr7g065990,chr7,23988728,23990167,
Medtr3g061850,chr3,24672608,24673006,
Medtr4g063620,chr4,23539449,23539718,
Medtr8g080790,chr8,34777294,34780275,PTHR12612 - NUCLEAR TRANSPORT FACTOR 2 (1 of 3)
Medtr1g098410,chr1,44308264,44309041,
Medtr8g006010,chr8,445685,449844,PF00892 - EamA-like transporter family (EamA)  (1 of 88)
Medtr0240s0040,scaffold0240,11256,12792,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr0152s0020,scaffold0152,2001,3099,
Medtr3g455860,chr3,22010152,22011078,PTHR23155//PTHR23155:SF592 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 75)
Medtr4g019750,chr4,6245585,6246072,
Medtr8g080860,chr8,34915979,34917044,2.7.1.68 - 1-phosphatidylinositol-4-phosphate 5-kinase / Type I PIP kinase (1 of 30)
Medtr1g047250,chr1,17830199,17835320,"PTHR11732:SF14 - HYPERKINETIC, ISOFORM M (1 of 2)"
Medtr0297s0010,scaffold0297,48,1610,
Medtr8g012835,chr8,3859859,3860744,PTHR33147:SF4 - DEFENSIN-LIKE PROTEIN 13-RELATED (1 of 21)
Medtr8g094680,chr8,39536456,39539495,PTHR31741:SF2 - O-FUCOSYLTRANSFERASE FAMILY PROTEIN (1 of 3)
Medtr6g055095,chr6,19712801,19713515,
Medtr3g048607,chr3,18030626,18034088,PTHR23155//PTHR23155:SF554 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 89)
Medtr2g076420,chr2,32011265,32011706,
Medtr2g097460,chr2,41617834,41618687,PF01107 - Viral movement protein (MP) (MP)  (1 of 32)
Medtr7g066070,chr7,24026681,24028382,PTHR12483//PTHR12483:SF41 - SOLUTE CARRIER FAMILY 31  COPPER TRANSPORTERS // SUBFAMILY NOT NAMED (1 of 2)
Medtr5g060350,chr5,24991373,25000000,"K13414 - mitogen-activated protein kinase kinase kinase 1, plant (MEKK1P)  (1 of 7)"
Medtr2g014690,chr2,4238986,4240748,2.7.7.49 - RNA-directed DNA polymerase / Revertase (1 of 138)
Medtr3g436140,chr3,12130499,12131047,
Medtr8g028720,chr8,11055784,11061033,PTHR24055:SF227 - MITOGEN-ACTIVATED PROTEIN KINASE 11-RELATED (1 of 2)
Medtr8g028375,chr8,10713376,10713817,
Medtr4g010590,chr4,2460059,2460742,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr6g077970,chr6,29288226,29288757,
Medtr8g466500,chr8,23729311,23734026,PTHR12933 - ORF PROTEIN-RELATED (1 of 5)
Medtr2g072970,chr2,30869900,30870167,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr4g022700,chr4,7610605,7611147,K02705 - photosystem II CP43 chlorophyll apoprotein (psbC)  (1 of 5)
Medtr3g043900,chr3,14643706,14645526,K06892 - feruloyl-CoA ortho-hydroxylase (F6H1)  (1 of 6)
Medtr6g071425,chr6,26453813,26454740,K01166 - ribonuclease T2 [EC:3.1.27.1] (E3.1.27.1)  (1 of 22)
Medtr3g086760,chr3,39315252,39316741,
Medtr5g023940,chr5,9557425,9557682,
Medtr0103s0050,scaffold0103,28339,28746,
Medtr8g070880,chr8,30029716,30037973,PTHR27003:SF22 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE (1 of 2)
Medtr2g461120,chr2,25208700,25209356,
Medtr4g119620,chr4,49575751,49578750,"K14963 - COMPASS component SWD3 (WDR5, SWD3, CPS30)  (1 of 2)"
Medtr7g026050,chr7,8615649,8616760,K03283 - heat shock 70kDa protein 1/8 (HSPA1_8)  (1 of 60)
Medtr4g133720,chr4,55939092,55939798,
Medtr5g078040,chr5,33332092,33333018,"PTHR11527:SF142 - 15.7 KDA HEAT SHOCK PROTEIN, PEROXISOMAL (1 of 1)"
Medtr5g005120,chr5,270478,273901,K02180 - cell cycle arrest protein BUB3 (BUB3)  (1 of 2)
Medtr2g042440,chr2,18516322,18525936,PTHR13710:SF81 - ATP-DEPENDENT DNA HELICASE Q-LIKE 3 (1 of 1)
Medtr3g108280,chr3,50021185,50023906,"K02941 - large subunit ribosomal protein LP0 (RP-LP0, RPLP0)  (1 of 4)"
Medtr7g033940,chr7,12503074,12505175,PTHR32212:SF126 - EMB (1 of 181)
Medtr6g042350,chr6,14608309,14609945,PTHR10168//PTHR10168:SF110 - GLUTAREDOXIN // SUBFAMILY NOT NAMED (1 of 24)
Medtr1g042810,chr1,16018918,16019465,
Medtr3g026760,chr3,8238401,8239129,
Medtr7g105660,chr7,42852326,42855919,2.3.1.48 - Histone acetyltransferase (1 of 54)
Medtr4g061710,chr4,22838872,22841780,
Medtr2g094920,chr2,40524627,40525388,
Medtr3g032700,chr3,10335705,10337392,K01102 - pyruvate dehydrogenase phosphatase [EC:3.1.3.43] (PDP)  (1 of 16)
Medtr5g035000,chr5,15225682,15227207,
Medtr7g060960,chr7,22027416,22029349,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr3g048970,chr3,18203855,18205353,
Medtr8g095500,chr8,39971088,39974720,"PTHR17224:SF3 - CHLOROPLASTIC GROUP IIB INTRON SPLICING FACILITATOR CRS2-A, CHLOROPLASTIC-RELATED (1 of 2)"
Medtr1g029840,chr1,10360290,10369270,"PTHR11699:SF171 - ALDEHYDE DEHYDROGENASE FAMILY 3 MEMBER I1, CHLOROPLASTIC (1 of 3)"
Medtr5g035140,chr5,15283714,15284602,PTHR32285:SF57 - PROTEIN ALTERED XYLOGLUCAN 4 (1 of 10)
Medtr4g078310,chr4,30173251,30174822,PF04720 - PDDEXK-like family of unknown function (PDDEXK_6)  (1 of 19)
Medtr3g094740,chr3,43224256,43240478,
Medtr8g098835,chr8,41316024,41320958,PTHR10811//PTHR10811:SF11 - FRINGE-RELATED // SUBFAMILY NOT NAMED (1 of 2)
Medtr1g117020,chr1,52937472,52938860,
Medtr2g103280,chr2,44448918,44454351,PTHR18866//PTHR18866:SF99 - CARBOXYLASE:PYRUVATE/ACETYL-COA/PROPIONYL-COA CARBOXYLASE // SUBFAMILY NOT NAMED (1 of 3)
Medtr5g055940,chr5,23047084,23052488,"K02434 - aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B (gatB, PET112)  (1 of 1)"
Medtr8g019280,chr8,6749717,6750554,PF13962 - Domain of unknown function (PGG)  (1 of 86)
Medtr5g004830,chr5,145375,146182,
Medtr2g012533,chr2,3123013,3123321,2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1760)
Medtr7g059070,chr7,21317255,21317977,K11253 - histone H3 (H3)  (1 of 33)
Medtr3g062600,chr3,28292218,28293552,"K02866 - large subunit ribosomal protein L10e (RP-L10e, RPL10)  (1 of 3)"
Medtr7g470590,chr7,26082342,26082722,2.4.1.272 - Soyasapogenol B glucuronide galactosyltransferase (1 of 30)
Medtr6g086905,chr6,32822628,32823143,
Medtr2g095150,chr2,40634517,40634702,PF13639 - Ring finger domain (zf-RING_2)  (1 of 285)
Medtr2g045360,chr2,19921452,19925512,PF03106 - WRKY DNA -binding domain (WRKY)  (1 of 108)
Medtr5g006600,chr5,995808,1002761,PTHR36366:SF1 - PROTEIN RDM1 (1 of 3)
Medtr5g080310,chr5,34369404,34371539,
Medtr3g077930,chr3,35101953,35104021,PTHR11002//PTHR11002:SF18 - CARBONIC ANHYDRASE // SUBFAMILY NOT NAMED (1 of 3)
Medtr2g048690,chr2,21477750,21479055,PTHR15323 - D123 PROTEIN (1 of 4)
Medtr4g107830,chr4,44691516,44693367,PTHR10264:SF92 - HYPERSENSITIVE-INDUCED RESPONSE PROTEIN 1 (1 of 3)
Medtr8g057775,chr8,19923615,19924708,
Medtr5g021920,chr5,8546987,8547838,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr3g082410,chr3,37199400,37202930,PTHR31133:SF2 - EXPRESSED PROTEIN (1 of 2)
Medtr4g084100,chr4,32753434,32757954,2.7.1.83 - Pseudouridine kinase (1 of 1)
Medtr8g024770,chr8,9193947,9195311,PTHR11514:SF40 - TRANSCRIPTION FACTOR BHLH14 (1 of 2)
Medtr6g039490,chr6,14291901,14294873,K07897 - Ras-related protein Rab-7A (RAB7A)  (1 of 7)
Medtr6g008210,chr6,2227571,2229205,PTHR14677:SF2 - AN1-TYPE ZINC FINGER PROTEIN 1 (1 of 1)
Medtr0044s0130,scaffold0044,38717,40994,
Medtr2g008300,chr2,1396179,1396388,
Medtr6g090040,chr6,34178118,34178509,
Medtr7g095690,chr7,38339432,38341695,PTHR22811:SF31 - RE49489P (1 of 2)
Medtr8g010010,chr8,2511222,2511383,
Medtr1g080040,chr1,35563835,35564518,
Medtr1g109110,chr1,49299945,49302477,K10781 - fatty acyl-ACP thioesterase B (FATB)  (1 of 3)
Medtr7g018310,chr7,5910516,5912994,4.1.1.50 - Adenosylmethionine decarboxylase / S-adenosyl-L-methionine decarboxylase (1 of 8)
Medtr6g486260,chr6,32350255,32351875,
Medtr3g065940,chr3,29773086,29774074,
Medtr4g098450,chr4,40540745,40542660,PTHR31100:SF14 - AT-HOOK MOTIF NUCLEAR LOCALIZED PROTEIN 21-RELATED (1 of 2)
Medtr2g012440,chr2,3086530,3090176,
Medtr7g025200,chr7,8354575,8358751,PTHR12526:SF391 - SUCROSE SYNTHASE 1-RELATED (1 of 5)
Medtr5g009560,chr5,2326088,2328274,
Medtr2g028750,chr2,10665954,10669267,PTHR11043//PTHR11043:SF8 - ZETA-COAT PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Medtr8g104510,chr8,44027688,44030944,PTHR31713:SF15 - PROTEIN SAR DEFICIENT 1 (1 of 5)
Medtr3g464780,chr3,26087701,26088665,PTHR14155:SF135 - RING-H2 FINGER PROTEIN ATL63 (1 of 2)
Medtr4g013325,chr4,3755077,3756037,PTHR21495:SF77 - DIRIGENT PROTEIN 19 (1 of 12)
Medtr0230s0040,scaffold0230,11249,15891,
Medtr7g007270,chr7,1408656,1409218,
Medtr3g452120,chr3,18965607,18967206,PTHR23155//PTHR23155:SF592 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 75)
Medtr2g079750,chr2,33594430,33594947,
Medtr4g055680,chr4,20321647,20322112,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr6g082060,chr6,30635737,30636267,PF16720 - Albumin I chain a (Albumin_I_a)  (1 of 36)
Medtr1g091550,chr1,41296250,41296595,
Medtr1g015010,chr1,3665624,3672178,PTHR23112 - G PROTEIN-COUPLED RECEPTOR 157-RELATED (1 of 1)
Medtr4g119230,chr4,49365463,49372062,PTHR12085 - PHOSPHATASE SUBUNIT GENE G4-1 (1 of 1)
Medtr3g098140,chr3,44791950,44793138,K17362 - acyl-coenzyme A thioesterase 13 [EC:3.1.2.-] (ACOT13)  (1 of 10)
Medtr6g008880,chr6,2486465,2487142,
Medtr4g086230,chr4,33754095,33759909,
Medtr4g132270,chr4,55269083,55272349,PTHR10374:SF17 - GLYOXALASE I HOMOLOG (1 of 3)
Medtr4g063795,chr4,23677186,23677431,
Medtr7g073710,chr7,27586015,27588341,PF00069//PF00560//PF08263 - Protein kinase domain (Pkinase)  // Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  (1 of 24)
Medtr2g451100,chr2,22718642,22719156,
Medtr3g461020,chr3,24073799,24077512,
Medtr1g112040,chr1,50659366,50660841,K10740 - replication factor A3 (RPA3)  (1 of 3)
Medtr1g040430,chr1,18652395,18653640,PTHR31677:SF24 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF106 (1 of 2)
Medtr3g031400,chr3,26782978,26786034,PTHR11926//PTHR11926:SF195 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED (1 of 2)
Medtr3g111320,chr3,52018178,52018579,PF03040 - CemA family (CemA)  (1 of 3)
Medtr4g058800,chr4,21650778,21653405,PTHR31210:SF13 - STORAGE PROTEIN-RELATED (1 of 2)
Medtr8g008880,chr8,1932477,1933038,
Medtr6g082050,chr6,30630152,30630871,
Medtr3g463960,chr3,25676623,25678309,3.1.1.49 - Sinapine esterase (1 of 20)
Medtr1g112690,chr1,51012912,51013875,
Medtr5g464720,chr5,26871754,26873204,
Medtr3g031000,chr3,9857076,9858104,PTHR22763 - RING ZINC FINGER PROTEIN (1 of 53)
Medtr1g105995,chr1,47916037,47920116,PTHR22950:SF278 - AMINO ACID PERMEASE 1-RELATED (1 of 6)
Medtr8g027132,chr8,9492595,9493119,PF13456 - Reverse transcriptase-like (RVT_3)  (1 of 10)
Medtr3g070190,chr3,31449668,31455221,K03249 - translation initiation factor 3 subunit F (EIF3F)  (1 of 2)
Medtr4g053530,chr4,19342499,19346920,PTHR10459:SF54 - POLY [ADP-RIBOSE] POLYMERASE 3 (1 of 1)
Medtr1g100663,chr1,45601757,45603815,PTHR21136:SF97 - SNARE-LIKE SUPERFAMILY PROTEIN (1 of 1)
Medtr4g017150,chr4,5305577,5312590,PTHR14352:SF2 - HAUS AUGMIN-LIKE COMPLEX SUBUNIT 7 (1 of 4)
Medtr5g038950,chr5,17161130,17161537,K16282 - E3 ubiquitin-protein ligase RHA2 [EC:6.3.2.19] (RHA2)  (1 of 8)
Medtr4g006450,chr4,640670,642402,"KOG1947 - Leucine rich repeat proteins, some proteins contain F-box (1 of 86)"
Medtr7g032630,chr7,11457063,11461747,"PTHR11728:SF8 - GLYCEROL-3-PHOSPHATE DEHYDROGENASE [NAD(+)], CYTOPLASMIC (1 of 2)"
Medtr1g082950,chr1,36905156,36907533,PTHR20932//PTHR20932:SF9 - LOC443603 PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Medtr2g078290,chr2,32568191,32575150,PTHR10804:SF11 - PROLIFERATION-ASSOCIATED PROTEIN 2G4 (1 of 2)
Medtr3g029850,chr3,9412841,9413408,PF03478 - Protein of unknown function (DUF295) (DUF295)  (1 of 66)
Medtr7g052300,chr7,18373789,18374199,
Medtr1g045490,chr1,17064668,17067938,"PTHR23083//PTHR23083:SF380 - TETRATRICOPEPTIDE REPEAT PROTEIN, TPR // SUBFAMILY NOT NAMED (1 of 1)"
Medtr4g106580,chr4,44208937,44209382,"PTHR22773:SF92 - NAD(P)H-QUINONE OXIDOREDUCTASE CHAIN 4, CHLOROPLASTIC (1 of 40)"
Medtr4g087360,chr4,34280746,34284802,
Medtr7g085870,chr7,33306264,33309630,PTHR32468:SF15 - CATION/H(+) ANTIPORTER 21-RELATED (1 of 1)
Medtr1441s0010,scaffold1441,110,799,PTHR36920:SF1 - OUTER MEMBRANE PROTEIN W (1 of 1)
Medtr2g094210,chr2,40187693,40188626,
Medtr4g032460,chr4,11179053,11179505,"K03094 - S-phase kinase-associated protein 1 (SKP1, CBF3D)  (1 of 33)"
Medtr7g028600,chr7,9778941,9784282,
Medtr6g460620,chr6,20913527,20914971,
Medtr1g114260,chr1,51572021,51572242,
Medtr4g131110,chr4,54691367,54693814,
Medtr4g094480,chr4,38060693,38063067,1.3.3.8 - Tetrahydroberberine oxidase / THB oxidase (1 of 32)
Medtr4g058660,chr4,21581618,21583173,"PTHR23273 - REPLICATION FACTOR A 1, RFA1 (1 of 158)"
Medtr1g115850,chr1,52327041,52330297,K01859 - chalcone isomerase (E5.5.1.6)  (1 of 7)
Medtr2g043420,chr2,18921227,18921712,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr6g047590,chr6,17133078,17143865,PTHR11206:SF109 - MATE EFFLUX FAMILY PROTEIN (1 of 3)
Medtr3g099767,chr3,45747169,45751585,PTHR24349:SF102 - SERINE/THREONINE-PROTEIN KINASE PEPKR2 (1 of 1)
Medtr4g082980,chr4,32265780,32267388,PTHR26374:SF199 - ZINC FINGER PROTEIN ZAT2-RELATED (1 of 2)
Medtr0791s0020,scaffold0791,949,5078,"PF05591 - Type VI secretion system, VipA, VC_A0107 or Hcp2 (T6SS_VipA)  (1 of 1)"
Medtr3g070040,chr3,31357396,31359786,PF02365 - No apical meristem (NAM) protein (NAM)  (1 of 97)
Medtr1g077100,chr1,34404340,34405679,
Medtr4g106650,chr4,44011506,44012525,
Medtr1g038793,chr1,14300144,14311673,PTHR13140:SF384 - MYOSIN-2 (1 of 7)
Medtr1g079925,chr1,35503915,35508223,PTHR12963 - THYROID RECEPTOR INTERACTING PROTEIN RELATED (1 of 2)
Medtr1g050805,chr1,19675622,19675924,
Medtr8g037355,chr8,13963199,13969824,"K10685 - ubiquitin-like 1-activating enzyme E1 B (UBLE1B, SAE2, UBA2)  (1 of 1)"
Medtr4g105820,chr4,44075691,44076853,3.1.2.2 - Palmitoyl-CoA hydrolase / Long-chain fatty-acyl-CoA hydrolase (1 of 5)
Medtr0002s0050,scaffold0002,94779,95375,
Medtr5g014320,chr5,4785657,4788823,
Medtr6g060440,chr6,20761390,20762736,PF07279 - Protein of unknown function (DUF1442) (DUF1442)  (1 of 9)
Medtr8g064560,chr8,27078693,27081258,PF03181 - BURP domain (BURP)  (1 of 52)
Medtr5g055770,chr5,22953455,22954340,
Medtr2g105150,chr2,45339395,45339810,PF15054 - Domain of unknown function (DUF4535) (DUF4535)  (1 of 6)
Medtr4g128980,chr4,53668284,53668837,3.6.3.27 - Phosphate-transporting ATPase / ABC phosphate transporter (1 of 14)
Medtr7g446520,chr7,15863746,15865725,PF03101 - FAR1 DNA-binding domain (FAR1)  (1 of 70)
Medtr3g075260,chr3,34257458,34261613,PTHR11669:SF3 - PROTEIN STICHEL-LIKE 2 (1 of 2)
Medtr7g039440,chr7,14660963,14661883,PTHR11932//PTHR11932:SF86 - CULLIN // SUBFAMILY NOT NAMED (1 of 26)
Medtr4g070530,chr4,26566950,26568025,PF03087 - Arabidopsis protein of unknown function (DUF241)  (1 of 33)
Medtr4g012875,chr4,3452760,3458794,PTHR22999:SF19 - PHOX (PX) DOMAIN-CONTAINING PROTEIN (1 of 2)
Medtr2g089530,chr2,37857342,37858887,
Medtr1g099010,chr1,44634976,44635969,KOG4473 - Uncharacterized membrane protein (1 of 13)
Medtr3g464950,chr3,26231749,26241822,PTHR23155//PTHR23155:SF554 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 89)
Medtr4g074990,chr4,28591604,28592883,PTHR31388:SF37 - PEROXIDASE 4-RELATED (1 of 4)
Medtr1g035440,chr1,12866530,12867398,
Medtr1g112590,chr1,50963396,50964582,PTHR11165 - SKP1 (1 of 59)
Medtr7g064980,chr7,23634606,23639182,"K14684 - solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41 (SLC25A23S)  (1 of 13)"
Medtr5g077180,chr5,32936664,32943383,K12850 - pre-mRNA-splicing factor 38B (PRPF38B)  (1 of 1)
Medtr0309s0020,scaffold0309,3816,4475,
Medtr0024s0190,scaffold0024,76711,79850,PF03007//PF06974 - Wax ester synthase-like Acyl-CoA acyltransferase domain (WES_acyltransf)  // Protein of unknown function (DUF1298) (DUF1298)  (1 of 15)
Medtr5g061740,chr5,25654991,25660525,PTHR11945:SF154 - F2E2.20-RELATED (1 of 2)
Medtr4g097220,chr4,40060326,40063713,PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 34)
Medtr8g006495,chr8,591367,592715,1.14.13.70 - Sterol 14-alpha-demethylase / Obtusufoliol 14-demethylase (1 of 2)
Medtr8g088760,chr8,36870228,36872357,2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1760)
Medtr2g045980,chr2,20143427,20145155,KOG2392 - Serpin (1 of 26)
Medtr3g070755,chr3,31733777,31734076,
Medtr8g033180,chr8,12741272,12750991,
Medtr1g051945,chr1,20851639,20858905,
Medtr4g050930,chr4,36584820,36591888,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr8g091660,chr8,38241097,38244111,"PTHR11986:SF58 - ALANINE--GLYOXYLATE AMINOTRANSFERASE 2, MITOCHONDRIAL (1 of 1)"
Medtr4g014370,chr4,4040901,4042377,
Medtr3g064140,chr3,28840043,28843633,PTHR11019:SF112 - DJ-1/THIJ/PFPI FAMILY PROTEIN (1 of 1)
Medtr8g010480,chr8,2721462,2725287,PTHR10562//PTHR10562:SF26 - SMALL UBIQUITIN-RELATED MODIFIER // SUBFAMILY NOT NAMED (1 of 3)
