Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Seita.9G210900,scaffold_9,15238997,15239975,PTHR32099//PTHR32099:SF5 - CYSTEINE-RICH REPEAT SECRETORY PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Seita.1G143900,scaffold_1,15775492,15776194,
Seita.2G323200,scaffold_2,41144603,41145150,3.1.3.63 - 2-carboxy-D-arabinitol-1-phosphatase (1 of 7)
Seita.1G031600,scaffold_1,2945705,2951099,PTHR11034//PTHR11034:SF25 - N-MYC DOWNSTREAM REGULATED // SUBFAMILY NOT NAMED (1 of 2)
Seita.2G215800,scaffold_2,31767038,31768236,
Seita.6G237200,scaffold_6,34877826,34881426,PTHR22953:SF46 - INACTIVE PURPLE ACID PHOSPHATASE 2-RELATED (1 of 2)
Seita.1G237500,scaffold_1,31527957,31535915,
Seita.5G213800,scaffold_5,27271578,27272654,3.4.22.1 - Cathepsin B / Cathepsin B1 (1 of 4)
Seita.7G258600,scaffold_7,31257250,31258558,PTHR12565//PTHR12565:SF117 - STEROL REGULATORY ELEMENT-BINDING PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Seita.1G316000,scaffold_1,37657830,37659329,PTHR31517:SF4 - PEROXIDASE 6 (1 of 2)
Seita.8G030100,scaffold_8,1918173,1919067,PTHR33285:SF2 - PHYTOSULFOKINES 6-RELATED (1 of 3)
Seita.4G206000,scaffold_4,32385252,32385924,
Seita.3G397400,scaffold_3,49802797,49806153,"PTHR34051:SF2 - PROTEIN LOW PSII ACCUMULATION 3, CHLOROPLASTIC (1 of 2)"
Seita.2G302900,scaffold_2,39557145,39558351,"K02927 - large subunit ribosomal protein L40e (RP-L40e, RPL40)  (1 of 8)"
Seita.8G208300,scaffold_8,35619507,35620890,
Seita.3G021700,scaffold_3,1293205,1299570,
Seita.1G140900,scaffold_1,14681046,14682960,PTHR30009:SF0 - CYTOCHROME C ASSEMBLY PROTEIN-RELATED (1 of 2)
Seita.7G129800,scaffold_7,22315949,22321323,
Seita.5G307400,scaffold_5,36039654,36041470,PTHR10015//PTHR10015:SF173 - HEAT SHOCK TRANSCRIPTION FACTOR // SUBFAMILY NOT NAMED (1 of 1)
Seita.5G441300,scaffold_5,45656854,45662156,PTHR24412:SF142 - BTB/POZ DOMAIN-CONTAINING PROTEIN (1 of 1)
Seita.3G080600,scaffold_3,5137192,5140603,PTHR14091 - WD REPEAT PROTEIN (1 of 2)
Seita.8G078000,scaffold_8,8441386,8448262,
Seita.5G065800,scaffold_5,5698012,5700287,PTHR10120//PTHR10120:SF21 - CAAX PRENYL PROTEASE 1 // SUBFAMILY NOT NAMED (1 of 1)
Seita.1G220400,scaffold_1,29941018,29945634,
Seita.9G336200,scaffold_9,39449730,39451685,PTHR14155//PTHR14155:SF105 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED (1 of 1)
Seita.9G304300,scaffold_9,35188375,35190747,PTHR11614:SF92 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN-RELATED (1 of 3)
Seita.2G371500,scaffold_2,44493827,44498379,PTHR11451:SF32 - THREONYL-TRNA SYNTHETASE / THREONINE--TRNA LIGASE-RELATED (1 of 1)
Seita.1G121900,scaffold_1,10539433,10545550,
Seita.5G232400,scaffold_5,29476522,29483068,
Seita.3G053400,scaffold_3,3377606,3380794,K00789 - S-adenosylmethionine synthetase (metK)  (1 of 3)
Seita.4G020200,scaffold_4,1339332,1341440,"PF04578//PF13968 - Protein of unknown function, DUF594 (DUF594)  // Domain of unknown function (DUF4220) (DUF4220)  (1 of 109)"
Seita.7G209500,scaffold_7,28011944,28013466,
Seita.1G344300,scaffold_1,39964101,39968680,PTHR11071:SF200 - CYCLOPHILIN-LIKE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FAMILY PROTEIN-RELATED (1 of 2)
Seita.9G097200,scaffold_9,5838547,5841655,PF01535//PF13041//PF13812 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // Pentatricopeptide repeat domain (PPR_3)  (1 of 62)
Seita.6G076900,scaffold_6,6883651,6885875,
Seita.5G001300,scaffold_5,150993,153426,PTHR31044:SF19 - CARBOHYDRATE-BINDING X8 DOMAIN-CONTAINING PROTEIN-RELATED (1 of 2)
Seita.7G175100,scaffold_7,25516226,25518918,
Seita.5G073400,scaffold_5,6330612,6339750,K11644 - paired amphipathic helix protein Sin3a (SIN3A)  (1 of 3)
Seita.7G110800,scaffold_7,21094885,21100291,
Seita.7G068500,scaffold_7,17198821,17199908,
Seita.7G067800,scaffold_7,17085128,17088658,PF01344 - Kelch motif (Kelch_1)  (1 of 33)
Seita.9G449700,scaffold_9,49794576,49795637,
Seita.1G051200,scaffold_1,4959339,4962087,
Seita.1G299900,scaffold_1,36594585,36601039,PTHR22847//PTHR22847:SF489 - WD40 REPEAT PROTEIN // SUBFAMILY NOT NAMED (1 of 3)
Seita.1G224900,scaffold_1,30243624,30247843,2.1.1.228 - tRNA (guanine(37)-N(1))-methyltransferase / tRNA-(N(1)G37) methyltransferase (1 of 2)
Seita.2G088200,scaffold_2,8046573,8051014,"PTHR11728:SF13 - GLYCEROL-3-PHOSPHATE DEHYDROGENASE [NAD(+)] 2, CHLOROPLASTIC (1 of 1)"
Seita.3G201800,scaffold_3,15387660,15389863,
Seita.6G207200,scaffold_6,32615828,32617753,PF01535//PF13041//PF14432 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // DYW family of nucleic acid deaminases (DYW_deaminase)  (1 of 47)
Seita.3G289800,scaffold_3,27911306,27916164,
Seita.9G168500,scaffold_9,11433575,11434685,PF14368 - Probable lipid transfer (LTP_2)  (1 of 110)
Seita.8G034500,scaffold_8,2237589,2241860,
Seita.5G333700,scaffold_5,38070066,38073924,PF02330 - Mitochondrial glycoprotein (MAM33)  (1 of 8)
Seita.7G065100,scaffold_7,16735213,16737553,PTHR11177//PTHR11177:SF180 - CHITINASE // SUBFAMILY NOT NAMED (1 of 2)
Seita.6G233600,scaffold_6,34551703,34553118,PTHR11514//PTHR11514:SF55 - MYC // SUBFAMILY NOT NAMED (1 of 9)
Seita.4G208400,scaffold_4,32593638,32594875,
Seita.9G482700,scaffold_9,52299622,52303548,K03978 - GTP-binding protein (engB)  (1 of 2)
Seita.7G164000,scaffold_7,24704433,24708047,3.2.1.126 - Coniferin beta-glucosidase (1 of 2)
Seita.6G090400,scaffold_6,8074603,8075988,2.3.1.64 - Agmatine N(4)-coumaroyltransferase / p-coumaroyl-CoA-agmatine N-p-coumaroyltransferase (1 of 14)
Seita.2G435200,scaffold_2,48527503,48528861,PTHR22814//PTHR22814:SF139 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.5G317500,scaffold_5,36817682,36821993,PTHR23257:SF378 - INTEGRIN-LINKED PROTEIN KINASE FAMILY PROTEIN-RELATED (1 of 2)
Seita.6G191300,scaffold_6,31498572,31501632,
Seita.5G104800,scaffold_5,8836513,8839839,PF00069//PF08263//PF13855 - Protein kinase domain (Pkinase)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 58)
Seita.4G279300,scaffold_4,39495169,39499681,
Seita.2G014900,scaffold_2,1104337,1105818,PTHR23155//PTHR23155:SF629 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 40)
Seita.5G048700,scaffold_5,4404740,4408307,PF01535//PF13041//PF13812 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // Pentatricopeptide repeat domain (PPR_3)  (1 of 62)
Seita.1G369200,scaffold_1,41552681,41554371,
Seita.1G291000,scaffold_1,35986400,35992125,PTHR31964:SF49 - ADENINE NUCLEOTIDE ALPHA HYDROLASES-LIKE SUPERFAMILY PROTEIN-RELATED (1 of 1)
Seita.9G386800,scaffold_9,44688026,44690849,
Seita.9G080400,scaffold_9,4752766,4754604,PF00010 - Helix-loop-helix DNA-binding domain (HLH)  (1 of 160)
Seita.8G043300,scaffold_8,3407149,3414315,
Seita.3G132200,scaffold_3,9171448,9174944,
Seita.2G187900,scaffold_2,28355684,28356456,PTHR24078 - DNAJ HOMOLOG SUBFAMILY C MEMBER (1 of 110)
Seita.7G067500,scaffold_7,17041138,17044701,
Seita.5G252300,scaffold_5,31529968,31531357,
Seita.5G179000,scaffold_5,21138759,21145980,"K11866 - STAM-binding protein (STAMBP, AMSH)  (1 of 3)"
Seita.5G249200,scaffold_5,31066847,31068703,PF13606 - Ankyrin repeat (Ank_3)  (1 of 2)
Seita.1G320600,scaffold_1,38148379,38150160,PTHR11709//PTHR11709:SF118 - MULTI-COPPER OXIDASE // SUBFAMILY NOT NAMED (1 of 5)
Seita.2G089600,scaffold_2,8154036,8156164,PTHR31087:SF11 - PROTEIN LURP-ONE-RELATED 1-RELATED (1 of 13)
Seita.3G292100,scaffold_3,29141362,29145331,PTHR10131//PTHR10131:SF78 - TNF RECEPTOR ASSOCIATED FACTOR // SUBFAMILY NOT NAMED (1 of 1)
Seita.9G444200,scaffold_9,49453362,49456251,1.11.1.11 - L-ascorbate peroxidase / Ascorbic acid peroxidase (1 of 10)
Seita.5G032000,scaffold_5,3076498,3077173,
Seita.1G360300,scaffold_1,41036522,41041294,
Seita.7G129300,scaffold_7,22263853,22267680,3.5.3.12 - Agmatine deiminase (1 of 1)
Seita.8G199900,scaffold_8,34597688,34608787,PF00069//PF00931 - Protein kinase domain (Pkinase)  // NB-ARC domain (NB-ARC)  (1 of 5)
Seita.4G237800,scaffold_4,36170474,36172662,PTHR37733:SF1 - SMAD/FHA DOMAIN-CONTAINING PROTEIN (1 of 1)
Seita.9G528100,scaffold_9,55404653,55408176,PTHR13516//PTHR13516:SF7 - RIBONUCLEASE P SUBUNIT P25 // SUBFAMILY NOT NAMED (1 of 1)
Seita.2G030100,scaffold_2,2439575,2440246,"PTHR23273//PTHR23273:SF14 - REPLICATION FACTOR A 1, RFA1 // SUBFAMILY NOT NAMED (1 of 8)"
Seita.2G237100,scaffold_2,34154099,34165588,"PTHR10357:SF74 - ISOAMYLASE 3, CHLOROPLASTIC (1 of 1)"
Seita.5G311100,scaffold_5,36286348,36286852,
Seita.1G104900,scaffold_1,9125610,9125846,PF00280 - Potato inhibitor I family (potato_inhibit)  (1 of 26)
Seita.7G085600,scaffold_7,19077918,19086012,2.3.1.78 - Heparan-alpha-glucosaminide N-acetyltransferase (1 of 7)
Seita.2G002500,scaffold_2,140718,142318,PF07893 - Protein of unknown function (DUF1668) (DUF1668)  (1 of 90)
Seita.3G004600,scaffold_3,220579,226101,2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1406)
Seita.7G236500,scaffold_7,29881241,29882227,PF12734 - Cysteine-rich TM module stress tolerance (CYSTM)  (1 of 18)
Seita.4G088700,scaffold_4,7390273,7401063,K10738 - DNA helicase MCM9 [EC:3.6.4.12] (MCM9)  (1 of 1)
Seita.8G153400,scaffold_8,29103294,29105500,2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1406)
Seita.6G051900,scaffold_6,4060785,4062955,PTHR10739:SF28 - CHOLINE-PHOSPHATE CYTIDYLYLTRANSFERASE 2 (1 of 1)
Seita.5G185900,scaffold_5,23684830,23686946,
Seita.6G185800,scaffold_6,30954676,30957995,
Seita.1G028800,scaffold_1,2591777,2593625,PF00560 - Leucine Rich Repeat (LRR_1)  (1 of 246)
Seita.4G055500,scaffold_4,4091014,4092531,PTHR10091//PTHR10091:SF13 - ALDOSE-1-EPIMERASE // SUBFAMILY NOT NAMED (1 of 4)
Seita.7G015700,scaffold_7,2874350,2880817,PTHR12606//PTHR12606:SF31 - SENTRIN/SUMO-SPECIFIC PROTEASE // SUBFAMILY NOT NAMED (1 of 14)
Seita.1G094200,scaffold_1,8292499,8296209,PF07714//PF08263 - Protein tyrosine kinase (Pkinase_Tyr)  // Leucine rich repeat N-terminal domain (LRRNT_2)  (1 of 9)
Seita.2G113200,scaffold_2,11046384,11047289,PF00314 - Thaumatin family (Thaumatin)  (1 of 42)
Seita.9G321900,scaffold_9,37102265,37103336,PF07690 - Major Facilitator Superfamily (MFS_1)  (1 of 134)
Seita.5G066500,scaffold_5,5764495,5764970,PTHR23227//PTHR23227:SF41 - BUCENTAUR RELATED // SUBFAMILY NOT NAMED (1 of 2)
Seita.8G163800,scaffold_8,30586646,30587870,
Seita.9G068300,scaffold_9,3965370,3968543,PTHR23305:SF12 - GTP-BINDING PROTEIN-RELATED (1 of 1)
Seita.7G082300,scaffold_7,18653291,18658866,PTHR30540//PTHR30540:SF15 - OSMOTIC STRESS POTASSIUM TRANSPORTER // SUBFAMILY NOT NAMED (1 of 3)
Seita.8G017900,scaffold_8,1023849,1024949,
Seita.3G259000,scaffold_3,22524194,22525444,PTHR23068//PTHR23068:SF12 - DNA  CYTOSINE-5- -METHYLTRANSFERASE 3-RELATED // SUBFAMILY NOT NAMED (1 of 6)
Seita.3G113200,scaffold_3,7629441,7631594,PTHR12565//PTHR12565:SF180 - STEROL REGULATORY ELEMENT-BINDING PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Seita.4G026300,scaffold_4,1709620,1713045,PF12274 - Protein of unknown function (DUF3615) (DUF3615)  (1 of 31)
Seita.9G394600,scaffold_9,45680119,45686942,
Seita.3G075700,scaffold_3,4819529,4820346,PTHR34777:SF1 - VQ MOTIF-CONTAINING PROTEIN (1 of 3)
Seita.3G060600,scaffold_3,3851470,3853989,PF00069//PF00954//PF01453//PF08276 - Protein kinase domain (Pkinase)  // S-locus glycoprotein domain (S_locus_glycop)  // D-mannose binding lectin (B_lectin)  // PAN-like domain (PAN_2)  (1 of 44)
Seita.8G037600,scaffold_8,2480572,2485820,
Seita.2G106000,scaffold_2,10227195,10229906,
Seita.1G043300,scaffold_1,4271905,4282070,PTHR11071:SF297 - CYCLOPHILIN-LIKE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FAMILY PROTEIN (1 of 1)
Seita.8G088600,scaffold_8,10726991,10728928,PTHR31221:SF1 - WRKY TRANSCRIPTION FACTOR 1-RELATED (1 of 2)
Seita.9G359700,scaffold_9,42004723,42008095,PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 170)
Seita.4G002300,scaffold_4,192981,206504,K14164 - glycyl-tRNA synthetase (glyQS)  (1 of 1)
Seita.3G176200,scaffold_3,13071875,13076331,PTHR12956:SF19 - F3H9.11 PROTEIN (1 of 1)
Seita.4G289800,scaffold_4,40108504,40111162,PTHR20932//PTHR20932:SF12 - LOC443603 PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.3G092800,scaffold_3,6075075,6075785,
Seita.4G204500,scaffold_4,32243043,32246779,PTHR23108:SF0 - METHYLTRANSFERASE-LIKE PROTEIN 22 (1 of 1)
Seita.1G219600,scaffold_1,29860599,29861829,
Seita.6G198400,scaffold_6,31976209,31979431,PF07762 - Protein of unknown function (DUF1618) (DUF1618)  (1 of 123)
Seita.9G100100,scaffold_9,6064841,6069209,
Seita.1G139800,scaffold_1,14547841,14550075,K11253 - histone H3 (H3)  (1 of 14)
Seita.3G173700,scaffold_3,12882281,12885856,K14484 - auxin-responsive protein IAA (IAA)  (1 of 28)
Seita.6G242500,scaffold_6,35167278,35167985,PF03087 - Arabidopsis protein of unknown function (DUF241)  (1 of 47)
Seita.1G320300,scaffold_1,38108692,38119829,PTHR23074:SF95 - AAA-TYPE ATPASE DOMAIN-CONTAINING PROTEIN-RELATED (1 of 1)
Seita.9G123700,scaffold_9,7746294,7754988,PTHR10972:SF100 - OXYSTEROL-BINDING PROTEIN HOMOLOG 3 (1 of 1)
Seita.5G206400,scaffold_5,26513789,26515288,PF08263//PF13855 - Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 28)
Seita.1G014400,scaffold_1,1242359,1242836,
Seita.3G332500,scaffold_3,42563778,42572250,
Seita.9G285400,scaffold_9,31781004,31784174,"2.5.1.87 - Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyl diphosphate specific) / Rer2p Z-prenyltransferase (1 of 7)"
Seita.4G069000,scaffold_4,5317316,5318058,PTHR33869:SF5 - CLAVATA3/ESR (CLE)-RELATED PROTEIN 3 (1 of 6)
Seita.9G352700,scaffold_9,41242451,41242816,PTHR11413//PTHR11413:SF59 - CYSTATIN FAMILY MEMBER // SUBFAMILY NOT NAMED (1 of 4)
Seita.9G242100,scaffold_9,18954185,18955368,PF01357//PF03330 - Pollen allergen (Pollen_allerg_1)  // Rare lipoprotein A (RlpA)-like double-psi beta-barrel (DPBB_1)  (1 of 69)
Seita.5G380400,scaffold_5,41368052,41369385,PF03080 - Domain of unknown function (DUF239) (DUF239)  (1 of 23)
Seita.4G196100,scaffold_4,31386654,31389803,PTHR10766//PTHR10766:SF57 - TRANSMEMBRANE 9 SUPERFAMILY PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Seita.1G090100,scaffold_1,7951100,7956067,
Seita.2G401300,scaffold_2,46385827,46386845,PTHR22763//PTHR22763:SF72 - RING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Seita.4G269100,scaffold_4,38616329,38619529,"PTHR10438:SF275 - THIOREDOXIN O1, MITOCHONDRIAL-RELATED (1 of 1)"
Seita.4G124100,scaffold_4,12752404,12761298,PTHR23308:SF2 - KANADAPTIN (1 of 2)
Seita.1G282000,scaffold_1,35276931,35278002,
Seita.7G322100,scaffold_7,35262502,35273748,"PTHR24096:SF221 - PROTEIN ACS-13, ISOFORM C (1 of 3)"
Seita.1G098500,scaffold_1,8588702,8591585,PTHR30620//PTHR30620:SF23 - PERIPLASMIC BETA-GLUCOSIDASE-RELATED // SUBFAMILY NOT NAMED (1 of 5)
Seita.7G079200,scaffold_7,18341651,18343229,PTHR11783//PTHR11783:SF85 - SULFOTRANSFERASE  SULT // SUBFAMILY NOT NAMED (1 of 5)
Seita.2G140600,scaffold_2,16388224,16391873,PTHR24298:SF121 - CYTOCHROME P450 76C3 (1 of 1)
Seita.6G167900,scaffold_6,29144607,29147536,6.2.1.34 - Trans-feruloyl-CoA synthase / Trans-feruloyl-CoA synthetase (1 of 4)
Seita.4G171300,scaffold_4,27467095,27468128,PTHR14155//PTHR14155:SF147 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED (1 of 11)
Seita.8G130200,scaffold_8,25070563,25072667,PTHR10791//PTHR10791:SF56 - RAG1-ACTIVATING PROTEIN 1 // SUBFAMILY NOT NAMED (1 of 4)
Seita.4G120500,scaffold_4,12315852,12317672,PF14416 - PMR5 N terminal Domain (PMR5N)  (1 of 63)
Seita.2G185400,scaffold_2,28097466,28102615,5.4.4.2 - Isochorismate synthase / Isochorismate synthetase (1 of 1)
Seita.7G021000,scaffold_7,3959923,3963473,PTHR23155//PTHR23155:SF498 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 18)
Seita.3G244400,scaffold_3,20914109,20916162,PF01535//PF13041//PF13812 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // Pentatricopeptide repeat domain (PPR_3)  (1 of 62)
Seita.9G490100,scaffold_9,52870139,52875144,PTHR31246:SF5 - MICROTUBULE-ASSOCIATED PROTEIN 70-5 (1 of 1)
Seita.9G441500,scaffold_9,49267350,49270476,"K10257 - omega-3 fatty acid desaturase (delta-15 desaturase) (FAD8, desB)  (1 of 3)"
Seita.2G437000,scaffold_2,48684342,48695894,"K14317 - nuclear pore complex protein Nup214 (NUP214, CAN)  (1 of 1)"
Seita.5G322500,scaffold_5,37185471,37186845,PF03634 - TCP family transcription factor (TCP)  (1 of 22)
Seita.2G030400,scaffold_2,2465047,2466170,K03541 - photosystem II 10kDa protein (psbR)  (1 of 2)
Seita.9G146700,scaffold_9,9532316,9534334,PTHR33492:SF2 - HOMEODOMAIN-LIKE SUPERFAMILY PROTEIN-RELATED (1 of 1)
Seita.3G281300,scaffold_3,26064448,26068507,PTHR23324:SF57 - PATELLIN-6 (1 of 1)
Seita.6G111900,scaffold_6,17625617,17625991,
Seita.2G425400,scaffold_2,47796386,47797126,PF04525 - LURP-one-related (LOR)  (1 of 42)
Seita.9G493500,scaffold_9,53120768,53123195,PF02362 - B3 DNA binding domain (B3)  (1 of 89)
Seita.9G023400,scaffold_9,1273696,1279236,PTHR36033:SF1 - NUCLEIC ACID-BINDING PROTEIN-RELATED (1 of 1)
Seita.4G009100,scaffold_4,594268,595662,"PTHR10825//PTHR10825:SF26 - RING FINGER DOMAIN-CONTAINING, POLYCOMB GROUP COMPONENT // SUBFAMILY NOT NAMED (1 of 1)"
Seita.2G390600,scaffold_2,45707583,45713093,PTHR11751//PTHR11751:SF393 - SUBGROUP I AMINOTRANSFERASE RELATED // SUBFAMILY NOT NAMED (1 of 2)
Seita.9G300500,scaffold_9,34709142,34711211,PF00564 - PB1 domain (PB1)  (1 of 32)
Seita.3G003100,scaffold_3,148731,157145,"K11789 - HIV-1 Vpr-binding protein (VPRBP, DCAF1)  (1 of 1)"
Seita.9G158700,scaffold_9,10468984,10474307,PF13891 - Potential DNA-binding domain (zf-C3Hc3H)  (1 of 2)
Seita.5G250700,scaffold_5,31363790,31365882,
Seita.7G131300,scaffold_7,22400144,22400619,PTHR22814//PTHR22814:SF158 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED (1 of 4)
Seita.6G233800,scaffold_6,34572131,34572864,PTHR11514//PTHR11514:SF55 - MYC // SUBFAMILY NOT NAMED (1 of 9)
Seita.5G233900,scaffold_5,29626864,29630156,PTHR31221:SF37 - WRKY TRANSCRIPTION FACTOR 71-RELATED (1 of 2)
Seita.7G101400,scaffold_7,20376429,20381862,K10134 - etoposide-induced 2.4 mRNA (EI24)  (1 of 1)
Seita.9G309000,scaffold_9,35660980,35662770,PTHR26312:SF53 - CARBOXYLATE CLAMP-TETRATRICOPEPTIDE REPEAT PROTEIN (1 of 1)
Seita.2G353200,scaffold_2,43301908,43306356,K04718 - sphingosine kinase (SPHK)  (1 of 2)
Seita.2G415800,scaffold_2,47211378,47214925,3.4.24.71 - Endothelin-converting enzyme 1 / ECE-1 (1 of 5)
Seita.7G310900,scaffold_7,34692209,34692743,
Seita.5G397700,scaffold_5,42613225,42622140,PTHR15000:SF1 - ERYTHROID DIFFERENTIATION-RELATED FACTOR 1 (1 of 1)
Seita.6G211000,scaffold_6,32890292,32891097,"PF04654 - Protein of unknown function, DUF599 (DUF599)  (1 of 8)"
Seita.1G268800,scaffold_1,34212494,34217763,PTHR13452//PTHR13452:SF9 - THUMP DOMAIN CONTAINING PROTEIN 1-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.9G159800,scaffold_9,10598940,10604124,"PTHR22942:SF37 - DNA REPAIR PROTEIN RECA HOMOLOG 1, CHLOROPLASTIC (1 of 1)"
Seita.9G520900,scaffold_9,54967740,54969319,"K15121 - solute carrier family 25, member 44 (SLC25A44)  (1 of 5)"
Seita.6G124700,scaffold_6,21406670,21407824,"PTHR11260//PTHR11260:SF315 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED (1 of 4)"
Seita.7G318400,scaffold_7,35059703,35062611,PF13962 - Domain of unknown function (PGG)  (1 of 72)
Seita.8G092900,scaffold_8,11744126,11745542,
Seita.2G034000,scaffold_2,2764362,2766325,
Seita.1G240800,scaffold_1,31837301,31845861,
Seita.6G051100,scaffold_6,3970556,3973928,"PF04578//PF13968 - Protein of unknown function, DUF594 (DUF594)  // Domain of unknown function (DUF4220) (DUF4220)  (1 of 109)"
Seita.7G029900,scaffold_7,8503848,8505645,
Seita.9G436900,scaffold_9,48959944,48960813,PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 39)
Seita.1G172900,scaffold_1,24807514,24810530,PTHR14791//PTHR14791:SF27 - BOMB/KIRA PROTEINS // SUBFAMILY NOT NAMED (1 of 1)
Seita.3G113600,scaffold_3,7660346,7662670,
Seita.2G015800,scaffold_2,1172209,1173339,PF12937 - F-box-like (F-box-like)  (1 of 123)
Seita.9G026000,scaffold_9,1390872,1391905,
Seita.1G256700,scaffold_1,33172799,33177575,PTHR24073:SF520 - RAS-RELATED PROTEIN RABD2B-RELATED (1 of 2)
Seita.4G222200,scaffold_4,34249564,34251929,
Seita.1G052300,scaffold_1,5026401,5032043,
Seita.9G349300,scaffold_9,40948296,40949256,
Seita.9G563200,scaffold_9,57727496,57727651,
Seita.3G015400,scaffold_3,826708,827593,
Seita.8G249900,scaffold_8,40387332,40389987,PTHR22936:SF38 - RHOMBOID-LIKE PROTEIN 4 (1 of 1)
Seita.1G357100,scaffold_1,40812004,40813051,3.1.1.11 - Pectinesterase / Pectin methylesterase (1 of 53)
Seita.3G308600,scaffold_3,36698011,36698388,
Seita.7G268700,scaffold_7,32055551,32059983,K09517 - DnaJ homolog subfamily B member 11 (DNAJB11)  (1 of 2)
Seita.5G306900,scaffold_5,35994939,35998223,1.6.5.3 - NADH:ubiquinone reductase (H(+)-translocating) / Ubiquinone reductase (1 of 46)
Seita.9G470400,scaffold_9,51313534,51313995,
Seita.3G065500,scaffold_3,4171781,4175963,"PF00098//PF01336//PF04057//PF08646//PF16900 - Zinc knuckle (zf-CCHC)  // OB-fold nucleic acid binding domain (tRNA_anti-codon)  // Replication factor-A protein 1, N-terminal domain (Rep-A_N)  // Replication factor-A C terminal domain (Rep_fac-A_C)  // Replication protein A OB domain (REPA_OB_2)  (1 of 3)"
Seita.9G453300,scaffold_9,50061605,50062538,
Seita.5G114100,scaffold_5,9542899,9546483,PF00560//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat (LRR_8)  (1 of 17)
Seita.9G223900,scaffold_9,16702761,16706225,"PTHR24356:SF183 - AGC (CAMP-DEPENDENT, CGMP-DEPENDENT AND PROTEIN KINASE C) KINASE FAMILY PROTEIN (1 of 1)"
Seita.8G097900,scaffold_8,12851773,12852429,PF00847 - AP2 domain (AP2)  (1 of 194)
Seita.1G347700,scaffold_1,40201561,40203125,
Seita.2G135700,scaffold_2,15585393,15587283,
Seita.1G313900,scaffold_1,37501448,37503109,PTHR31707:SF29 - PECTINESTERASE/PECTINESTERASE INHIBITOR 16-RELATED (1 of 3)
Seita.9G545500,scaffold_9,56589814,56591747,1.14.15.3 - Alkane 1-monooxygenase / Omega-hydroxylase (1 of 5)
Seita.1G210800,scaffold_1,28964843,28965631,"PTHR34940:SF1 - PHOTOSYSTEM II 5 KDA PROTEIN, CHLOROPLASTIC (1 of 1)"
Seita.7G161300,scaffold_7,24513420,24514426,PF02365 - No apical meristem (NAM) protein (NAM)  (1 of 135)
Seita.5G060300,scaffold_5,5317111,5319423,
Seita.5G031900,scaffold_5,3071720,3072265,
Seita.9G354600,scaffold_9,41401305,41409381,
Seita.5G345800,scaffold_5,39000199,39002103,1.10.3.1 - Catechol oxidase / Tyrosinase (1 of 3)
Seita.4G258800,scaffold_4,37768371,37770646,
Seita.9G103000,scaffold_9,6233595,6237391,PTHR10071//PTHR10071:SF171 - TRANSCRIPTION FACTOR GATA  GATA BINDING FACTOR // SUBFAMILY NOT NAMED (1 of 2)
